"SEQN","ACD011A","ACD011B","ACD011C","ACD040","ACD110"
84111,,,,,
84112,,,,,1
84113,,,,2,
84114,1,,,,
84115,,,,,3
84117,1,,,,
84118,,,,1,
84119,,,,,1
84120,,,,5,
84121,,,,5,
84122,,,,5,
84123,1,,,,
84125,1,,,,
84126,1,,,,
84127,,,,5,
84128,,,,2,
84129,,,,,1
84130,1,,,,
84131,1,,,,
84132,,,,3,
84133,,,,4,
84134,1,,,,
84136,1,,,,
84137,,,,,2
84139,,,,1,
84140,1,,9,,
84141,,,,3,
84142,1,,,,
84143,1,,,,
84144,1,,,,
84146,1,,,,
84147,,,,1,
84149,1,,,,
84150,,,,,2
84151,1,,,,
84152,,,,1,
84153,,,,1,
84154,1,,,,
84155,,,,4,
84156,,,9,,
84157,1,,,,
84158,1,,,,
84159,1,,,,
84160,1,,,,
84163,,,,3,
84164,1,,,,
84165,,,,1,
84166,1,,,,
84167,,,,,5
84168,,,,,1
84169,1,,,,
84170,,,,2,
84171,1,,,,
84172,1,,,,
84173,,,,4,
84174,,,,5,
84175,,,,5,
84176,1,,,,
84177,,,,2,
84178,1,,,,
84179,1,,,,
84180,,,,1,
84181,1,,,,
84182,,,,,3
84183,,,,1,
84184,1,,,,
84185,1,,,,
84186,,,,1,
84187,1,,,,
84188,,,,1,
84189,1,,,,
84190,,,,3,
84191,1,,,,
84192,,,,4,
84194,1,,,,
84195,1,,,,
84196,,,,,1
84197,1,,,,
84198,,,,5,
84200,1,,,,
84201,1,,,,
84202,1,,,,
84203,1,,,,
84204,1,,,,
84205,1,,,,
84206,,,,,4
84207,,,,,3
84208,,,,2,
84209,1,,,,
84210,,,,,4
84211,1,,,,
84212,,,,1,
84213,1,,,,
84214,1,,,,
84215,1,,,,
84216,1,,,,
84217,1,,,,
84218,1,,,,
84219,1,,,,
84220,,,9,,
84221,1,,,,
84222,,,,5,
84224,,,,4,
84225,1,,,,
84226,1,,,,
84227,1,,,,
84228,,,,2,
84229,1,,,,
84230,,,,2,
84231,1,,,,
84232,1,,,,
84233,1,,,,
84234,1,,,,
84235,1,,,,
84236,1,,,,
84237,1,,,,
84238,1,,,,
84239,1,,,,
84241,1,,,,
84242,,,,,4
84243,,,,,3
84245,1,,,,
84246,1,,,,
84247,1,,,,
84248,1,,,,
84251,1,,,,
84252,1,,,,
84253,,,,3,
84254,1,,,,
84256,1,,,,
84258,1,,,,
84259,1,,,,
84260,,,,,1
84263,,,,5,
84264,,,9,,
84265,,,,1,
84267,1,,,,
84269,1,,,,
84270,1,,,,
84271,1,,,,
84272,1,,,,
84273,,,,,1
84274,1,,,,
84276,1,,,,
84277,,,,1,
84278,,,,5,
84279,1,,,,
84280,1,,,,
84281,,,,,2
84282,,,,2,
84283,1,,9,,
84284,1,,,,
84285,1,,,,
84286,,,,4,
84287,1,,,,
84288,1,,,,
84289,1,,,,
84290,,,,4,
84291,1,,,,
84292,,,,,1
84293,1,,,,
84294,1,,,,
84295,1,,,,
84296,,,,3,
84297,1,,,,
84298,,,,,4
84299,1,,,,
84300,,,,4,
84301,1,,,,
84302,1,,,,
84303,,,,5,
84304,,,,3,
84305,,,,4,
84307,,,,4,
84308,1,,,,
84309,1,,,,
84310,,,,2,
84311,,,,2,
84313,1,,,,
84314,1,,,,
84315,,,,4,
84316,1,,,,
84317,,,,4,
84318,1,,,,
84319,1,,,,
84321,,,,4,
84322,1,,,,
84323,1,,,,
84324,1,,,,
84325,1,,,,
84326,1,,,,
84327,,,9,,
84328,1,,,,
84329,,,,1,
84330,,,,5,
84331,1,,,,
84332,1,,,,
84335,1,,,,
84336,1,,,,
84337,1,,,,
84338,1,,,,
84339,1,,,,
84340,,,,2,
84341,,,,,3
84342,1,,,,
84343,,,,2,
84346,,,,5,
84347,,,9,,
84349,1,,,,
84350,1,,,,
84351,1,,,,
84353,,,,,2
84354,1,,,,
84356,,,,5,
84357,,,,5,
84359,1,,,,
84360,1,,,,
84361,1,,,,
84363,,,,2,
84364,,,,4,
84366,,,,1,
84368,1,,,,
84369,,,,,1
84370,,,,4,
84371,1,,,,
84372,1,,,,
84374,1,,,,
84375,,,,1,
84376,,,,5,
84377,1,,,,
84378,1,,,,
84379,,,,1,
84380,1,,,,
84381,1,,,,
84382,,,,5,
84383,1,,,,
84384,,,,,5
84385,1,,,,
84387,1,,,,
84388,,,,4,
84389,1,,,,
84390,,,,2,
84391,1,,,,
84392,,,,,2
84393,,,,4,
84394,,,,5,
84395,1,,,,
84396,,,,4,
84398,1,,,,
84399,1,,,,
84400,,,,1,
84401,1,,,,
84402,,,,,
84403,1,,,,
84404,1,,,,
84405,,,,,1
84406,,,,3,
84407,1,,,,
84408,,,,5,
84409,1,,,,
84410,,,,1,
84411,1,,,,
84412,,,,5,
84413,,,,,5
84414,1,,,,
84416,1,,,,
84417,,,,,5
84418,,,,1,
84419,,,,5,
84420,1,,,,
84421,,,,4,
84422,,,,4,
84423,1,,,,
84424,1,,,,
84425,1,,,,
84426,,,,,4
84427,1,,,,
84428,1,,,,
84429,1,,,,
84430,,,,,4
84431,,,,1,
84432,,,,4,
84433,1,,,,
84434,1,,,,
84435,1,,,,
84436,,,,5,
84437,1,,,,
84438,1,,,,
84439,,,,3,
84440,1,,,,
84441,,,9,,
84442,,,9,,
84443,1,,,,
84444,,,,5,
84445,1,,,,
84446,1,,,,
84447,1,,,,
84448,,,,,1
84449,1,,,,
84450,,,,5,
84451,,,,1,
84452,1,,9,,
84453,,,,2,
84454,1,,,,
84455,,,,1,
84456,,,,,2
84457,1,,,,
84459,,,,,4
84460,,,,3,
84461,,,,5,
84462,,,,3,
84463,,,,,5
84464,1,,,,
84465,1,,,,
84466,,,,5,
84467,,,,,4
84468,1,,,,
84469,1,,,,
84470,,,,,4
84471,,,,2,
84473,1,,,,
84474,1,,,,
84475,1,,,,
84476,1,,,,
84477,1,,,,
84478,1,,,,
84479,,,,,1
84480,1,,,,
84481,,,,1,
84482,1,,,,
84483,,,,2,
84484,,,,4,
84485,1,,,,
84487,1,,,,
84488,1,,,,
84490,,,,4,
84491,1,,,,
84492,,,9,,
84493,1,,,,
84494,,,,3,
84495,1,,,,
84496,,,,3,
84498,1,,,,
84499,,,,,1
84500,1,,,,
84501,,,,2,
84502,,,,,2
84503,1,,,,
84505,1,,,,
84509,1,,,,
84510,,,,,2
84511,1,,,,
84512,1,,,,
84513,,,,3,
84514,,,,1,
84515,,,,3,
84517,1,,,,
84518,,,,2,
84522,,,,1,
84524,1,,,,
84525,,,,2,
84528,1,,,,
84529,,,,5,
84530,1,,,,
84532,,,,5,
84533,,,,5,
84534,,,,1,
84535,1,,,,
84536,,,,4,
84537,,,,,1
84539,1,,,,
84540,1,,,,
84541,,,,4,
84542,,,,5,
84543,,,,2,
84545,1,,,,
84546,,,,1,
84547,,,,1,
84548,1,,,,
84549,1,,,,
84550,1,,,,
84551,,,,3,
84552,1,,,,
84553,,,9,,
84555,,,,4,
84556,,,,2,
84557,,,,,4
84558,,,,,3
84559,1,,,,
84561,1,,,,
84562,,,,2,
84563,,,,2,
84564,,,,2,
84565,,,,,1
84566,1,,,,
84567,1,,,,
84568,1,,,,
84569,,,,5,
84570,,,,5,
84573,,,,5,
84574,1,,,,
84575,1,,,,
84576,1,,,,
84578,,,,4,
84579,,,,,1
84580,,,,,4
84581,,,,4,
84582,1,,,,
84583,,,9,,
84584,,,,3,
84585,1,,,,
84586,,,,1,
84587,,,,3,
84588,1,,,,
84589,,,,4,
84591,1,,,,
84592,1,,,,
84593,1,,,,
84594,1,,,,
84595,1,,,,
84596,,,,5,
84597,,,,,1
84598,,,,4,
84599,,,,2,
84600,1,,,,
84601,1,,,,
84602,1,,,,
84603,1,,,,
84604,,,,3,
84605,,,,5,
84606,1,,,,
84607,,,,3,
84608,,,,4,
84609,1,,,,
84610,1,,,,
84611,,,,1,
84612,,,,,1
84613,,,,,1
84614,1,,,,
84615,1,,,,
84617,1,,,,
84618,,,,2,
84619,,,,,1
84620,,,,,5
84621,,,,3,
84622,1,,,,
84623,,,9,,
84624,,,,4,
84625,,,,,5
84626,,,,4,
84627,,,,1,
84628,,,,4,
84629,1,,,,
84630,1,,,,
84631,1,,,,
84632,,,,,1
84633,1,,,,
84634,1,,,,
84635,1,,,,
84636,,,,5,
84637,1,,,,
84639,,,,4,
84640,1,,,,
84641,1,,,,
84642,1,,,,
84643,1,,,,
84644,1,,,,
84645,,,,3,
84646,1,,,,
84648,1,,,,
84649,1,,,,
84650,,,9,,
84651,1,,,,
84652,1,,,,
84653,,,,,
84654,,,,4,
84655,1,,,,
84656,1,,,,
84657,,,,1,
84658,,,9,,
84659,1,,,,
84660,1,,,,
84661,,,,3,
84662,1,,,,
84663,,,,3,
84664,1,,,,
84665,1,,,,
84666,1,,,,
84667,1,,9,,
84668,1,,,,
84669,1,,,,
84671,1,,,,
84672,1,,,,
84673,,,,3,
84675,,,,,1
84676,1,,,,
84677,1,,,,
84678,1,,,,
84679,1,,,,
84680,,,,1,
84681,,,,1,
84682,1,,,,
84683,,,,3,
84684,1,,,,
84685,1,,,,
84686,,,,4,
84687,,,,5,
84688,1,,,,
84689,,,,,4
84690,,,,,4
84691,,,,2,
84692,1,,,,
84693,1,,,,
84694,1,,,,
84695,,,,1,
84696,,,,3,
84698,1,,,,
84699,1,,,,
84700,1,,9,,
84701,,,,,1
84702,,,,1,
84703,,,,,1
84704,1,,,,
84705,1,,,,
84706,1,,,,
84707,1,,,,
84708,1,,,,
84709,1,,,,
84710,,,,3,
84711,,,,,1
84712,1,,,,
84714,1,,9,,
84715,1,,,,
84716,1,,,,
84717,1,,,,
84719,1,,,,
84720,,,,1,
84721,1,,,,
84722,1,,,,
84723,,,,,4
84724,,,,4,
84725,,,,5,
84726,,,,,5
84727,1,,,,
84729,1,,,,
84731,1,,,,
84732,1,,,,
84733,,,,4,
84734,1,,,,
84735,1,,,,
84736,1,,,,
84737,,,,,5
84738,1,,,,
84739,,,,5,
84740,1,,,,
84741,1,,,,
84742,1,,,,
84745,,,,1,
84746,1,,,,
84747,1,,,,
84748,,,,5,
84749,,,,5,
84750,1,,,,
84751,1,,,,
84752,1,,,,
84753,1,,,,
84754,1,,,,
84755,,,,,4
84756,,,,,1
84757,1,,,,
84759,,,,1,
84760,1,,,,
84761,1,,,,
84762,,,,3,
84763,,,,1,
84764,,,,,5
84765,,,,3,
84766,1,,,,
84767,1,,,,
84768,,,,5,
84769,,,,5,
84770,1,,,,
84771,,,,,1
84772,1,,,,
84773,,,,3,
84774,1,,,,
84775,1,,,,
84776,1,,,,
84777,1,,,,
84778,1,,,,
84780,,,,5,
84783,,,,2,
84784,,,,1,
84785,1,,,,
84786,1,,,,
84787,1,,,,
84788,1,,,,
84790,,,,1,
84791,1,,,,
84792,1,,,,
84793,1,,,,
84795,1,,,,
84796,1,,,,
84797,1,,,,
84798,,,9,,
84799,,,,5,
84800,,,,3,
84801,,,,4,
84802,1,,,,
84803,1,,,,
84804,1,,,,
84805,1,,,,
84806,,,,,1
84807,,,,,
84808,,,,,1
84810,1,,,,
84812,1,,,,
84813,1,,,,
84814,,,,1,
84815,1,,,,
84816,1,,,,
84817,,,,3,
84818,1,,,,
84820,1,,,,
84821,1,,,,
84822,1,,,,
84823,1,,,,
84825,1,,,,
84826,,,,,1
84828,,,,1,
84829,1,,,,
84830,1,,,,
84831,,,,3,
84832,1,,,,
84833,1,,,,
84834,,,,5,
84835,1,,,,
84836,,,,3,
84837,,,,1,
84838,,,,,4
84840,1,,,,
84841,1,,,,
84842,,,,1,
84843,,,,,4
84844,1,,,,
84845,1,,9,,
84846,,,,,5
84847,,,,5,
84848,1,,,,
84849,1,,,,
84850,,,,2,
84851,1,,,,
84852,1,,,,
84853,1,,,,
84854,,,,1,
84855,1,,,,
84857,1,,,,
84858,1,,,,
84859,1,,,,
84860,,,,2,
84862,1,,,,
84863,,,,4,
84864,1,,,,
84865,1,,,,
84866,,,,2,
84867,,,,5,
84868,1,,,,
84869,1,,,,
84870,,,,,1
84871,,,,,4
84872,,,,1,
84874,,,,5,
84875,1,,,,
84878,,,,2,
84879,,,,5,
84880,1,,,,
84881,,,,,5
84882,1,,,,
84885,1,,,,
84886,,,,4,
84887,,,,1,
84889,1,,,,
84890,,,,5,
84891,,,,,2
84892,,,,3,
84893,1,,,,
84894,1,,,,
84895,1,,,,
84896,,,,,3
84898,1,,,,
84899,1,,,,
84900,1,,,,
84901,,,,1,
84902,,,,4,
84903,,,,3,
84904,,,,,5
84905,,,,,4
84906,1,,,,
84907,1,,,,
84908,,,,5,
84909,,,,3,
84910,,,,1,
84911,,,,3,
84912,,,,1,
84913,,,,1,
84914,1,,,,
84915,,,,2,
84916,1,,,,
84917,,,,4,
84918,,,,3,
84919,,,,1,
84920,1,,,,
84921,,,9,,
84922,1,,,,
84923,1,,,,
84924,1,,,,
84926,1,,,,
84927,1,,,,
84928,1,,,,
84929,,,,1,
84930,1,,,,
84931,1,,,,
84932,1,,,,
84933,1,,,,
84934,,,,1,
84935,1,,,,
84936,,,,,5
84937,1,,,,
84938,1,,,,
84940,,,,,5
84941,,,,5,
84942,1,,,,
84943,,,,3,
84944,1,,,,
84945,1,,,,
84946,,,,1,
84947,1,,,,
84948,1,,,,
84949,1,,,,
84950,,,,,1
84952,,,,,1
84954,1,,,,
84956,1,,,,
84957,1,,,,
84958,1,,,,
84959,1,,,,
84960,,,,3,
84962,1,,,,
84963,1,,,,
84964,,,,3,
84965,,,,3,
84966,1,,,,
84967,1,,,,
84968,,,,,5
84969,1,,,,
84970,,,,1,
84971,,,,4,
84972,,,,3,
84973,1,,,,
84974,1,,,,
84976,1,,,,
84977,1,,,,
84978,,,,1,
84979,,,9,,
84980,,,,5,
84981,1,,,,
84982,,,,2,
84983,1,,,,
84984,,,,5,
84985,,,,3,
84988,,,,1,
84989,1,,,,
84990,,,,5,
84992,1,,,,
84994,1,,,,
84995,1,,,,
84997,,,,,4
84998,1,,,,
84999,,,,,1
85000,1,,,,
85001,1,,,,
85002,,,,1,
85003,,,,1,
85004,1,,,,
85006,1,,,,
85007,1,,,,
85009,,,,4,
85010,1,,,,
85011,,,,3,
85012,1,,,,
85014,1,,,,
85016,,,,,5
85017,1,,,,
85018,1,,,,
85019,1,,,,
85020,1,,,,
85021,,,,2,
85022,1,,,,
85023,,,,2,
85024,1,,,,
85025,1,,,,
85026,,,,3,
85028,1,,,,
85030,1,,,,
85031,1,,,,
85033,,,,2,
85034,,,,1,
85035,,,,1,
85036,1,,9,,
85037,,,,4,
85038,1,,,,
85039,,,,4,
85040,,,,1,
85041,,,,1,
85042,,,,1,
85043,1,,,,
85045,1,,,,
85047,1,,,,
85048,,,,,4
85049,1,,,,
85050,,,,,3
85051,1,,,,
85052,1,,,,
85053,,,,,1
85054,1,,,,
85055,1,,,,
85056,,,,1,
85057,1,,,,
85058,1,,,,
85059,,,,5,
85060,,,,3,
85061,,,,,1
85062,,,,,1
85063,,,9,,
85064,1,,,,
85065,,,,3,
85066,,,,2,
85067,1,,,,
85069,,,,,3
85070,1,,,,
85073,,,,3,
85074,,,,,4
85075,,,,1,
85076,,,,3,
85077,,,,3,
85078,,,,3,
85079,,,9,,
85081,,,,,1
85085,,,,4,
85087,,,,5,
85088,1,,,,
85090,,,,2,
85091,,,,5,
85092,1,,,,
85093,1,,,,
85094,,,,1,
85095,,,,2,
85096,1,,,,
85098,,,,1,
85099,,,9,,
85100,1,,,,
85101,,,,4,
85102,1,,,,
85103,,,,3,
85104,,,,1,
85105,1,,,,
85106,,,,1,
85107,,,,3,
85108,,,,5,
85109,1,,,,
85110,1,,,,
85111,,,,5,
85112,1,,,,
85113,1,,,,
85114,,,,4,
85115,,,,,1
85116,,,,5,
85117,1,,,,
85118,1,,,,
85119,,,,,5
85120,1,,,,
85122,1,,,,
85124,1,,,,
85125,1,,,,
85126,1,,,,
85127,1,,,,
85128,1,,,,
85129,,,,5,
85130,,,,5,
85131,1,,,,
85132,,,,4,
85133,1,,,,
85134,,,,2,
85135,1,,,,
85136,1,,,,
85137,,,,2,
85138,1,,,,
85139,,,,4,
85140,,,,4,
85141,1,,,,
85142,,,,1,
85143,1,,,,
85144,1,,9,,
85145,1,,,,
85146,1,,,,
85147,,,,2,
85148,,,,1,
85149,1,,,,
85150,1,,,,
85151,,,,2,
85152,1,,,,
85153,,,,1,
85154,1,,,,
85155,,,,4,
85156,1,,,,
85157,1,,,,
85158,,,,,5
85159,1,,,,
85160,1,,,,
85161,1,,,,
85162,,,,,5
85163,,,,5,
85164,1,,,,
85166,,,,2,
85167,,,9,,
85168,,,,4,
85169,,,,,2
85170,1,,,,
85171,,,,2,
85172,1,,,,
85173,,,,1,
85176,,,,2,
85177,,,,4,
85178,,,,4,
85179,1,,,,
85180,,,,1,
85181,,,,1,
85183,,,,3,
85185,,,,,2
85186,,,,,5
85187,1,,,,
85189,1,,,,
85190,,,,1,
85191,1,,,,
85192,1,,,,
85193,,,,,1
85194,,,,1,
85195,1,,,,
85196,1,,,,
85197,1,,9,,
85198,,,,1,
85199,1,,,,
85200,,,,4,
85201,1,,,,
85202,,,,1,
85203,,,,3,
85204,,,,4,
85205,,,,2,
85206,1,,,,
85209,1,,,,
85210,1,,,,
85211,,,,,1
85212,,,,,1
85213,,,,1,
85214,1,,,,
85215,1,,,,
85216,1,,,,
85217,,,,,2
85218,1,,,,
85219,1,,,,
85220,1,,,,
85222,1,,,,
85223,1,,,,
85224,,,,5,
85225,1,,,,
85227,,,,4,
85228,,,,5,
85229,1,,,,
85230,1,,,,
85231,,,,1,
85232,,,,,1
85233,1,,,,
85234,,,,1,
85235,,,,4,
85236,,,,3,
85237,1,,,,
85238,1,,,,
85239,1,,,,
85240,1,,,,
85241,1,,,,
85242,1,,,,
85243,,,,5,
85244,,,,1,
85245,1,,,,
85246,,,,2,
85248,1,,,,
85249,1,,,,
85250,,,,2,
85251,,,,,3
85252,1,,,,
85253,,,,3,
85254,,,,5,
85256,1,,,,
85257,1,,,,
85258,1,,,,
85259,1,,,,
85260,,,,3,
85261,1,,,,
85262,1,,,,
85263,1,,,,
85264,1,,,,
85265,1,,,,
85266,,,,4,
85268,,,,5,
85269,,,,2,
85270,1,,,,
85272,1,,,,
85273,1,,,,
85274,,,,1,
85275,1,,,,
85276,1,,,,
85278,1,,,,
85279,1,,,,
85280,1,,,,
85281,1,,,,
85282,,,,1,
85283,,,,1,
85284,1,,,,
85285,1,,,,
85286,1,,,,
85287,1,,,,
85288,1,,,,
85290,1,,,,
85291,1,,,,
85292,1,,,,
85293,,,,,5
85294,,,,4,
85295,,,,1,
85296,1,,,,
85297,,,,1,
85298,1,,,,
85299,1,,,,
85300,,,,5,
85302,1,,,,
85303,1,,,,
85304,1,,,,
85305,,,,,5
85306,1,,,,
85308,1,,,,
85309,,,,3,
85310,,,,,1
85312,1,,,,
85313,1,,,,
85314,1,,,,
85315,,,,1,
85316,1,,,,
85317,1,,,,
85318,,,,5,
85319,,,,3,
85320,1,,,,
85322,,,,4,
85324,1,,,,
85325,1,,,,
85326,1,,,,
85327,1,,,,
85328,1,,,,
85329,1,8,,,
85330,,,,4,
85331,1,,,,
85332,,,,1,
85334,1,,,,
85335,1,,,,
85336,1,,,,
85337,1,,,,
85338,,,,,1
85339,,,,,2
85341,1,,,,
85342,,,,4,
85343,,,,2,
85345,1,,,,
85346,,,,5,
85347,1,,,,
85348,,,,5,
85349,,,,5,
85350,1,,,,
85351,,,,1,
85352,,,,4,
85353,1,,,,
85354,1,,,,
85355,1,,,,
85356,1,,,,
85357,1,,,,
85358,,,,2,
85360,,,,2,
85361,,,,1,
85362,1,,,,
85363,,,,,5
85364,,,,3,
85365,1,,,,
85366,,,,5,
85367,1,,,,
85368,1,,,,
85369,1,,,,
85370,1,,,,
85371,1,,,,
85374,,,,3,
85375,1,,,,
85376,1,,,,
85377,1,,,,
85378,1,,,,
85379,,,,1,
85380,1,,,,
85381,,,,,4
85382,,,,3,
85383,1,,,,
85384,1,,,,
85385,,,,3,
85386,1,,,,
85388,1,,,,
85389,,,,5,
85390,,,,5,
85391,1,,,,
85392,1,,,,
85393,,,9,,
85394,1,,,,
85395,1,,,,
85396,,,,,1
85398,,,,,1
85399,1,,,,
85400,1,,,,
85401,,,,5,
85402,1,,,,
85403,1,,,,
85404,1,,,,
85405,1,,,,
85406,,,,4,
85407,,,,,1
85408,1,,,,
85409,,,,1,
85410,,,,5,
85411,1,,,,
85412,,,,,4
85414,,,,5,
85415,1,,,,
85418,1,,,,
85419,1,,,,
85420,,,,,5
85421,1,,,,
85422,1,,,,
85423,1,,,,
85424,1,,,,
85425,1,,,,
85426,1,,,,
85427,,,,,1
85429,1,,,,
85431,,,,3,
85432,1,,,,
85433,1,,,,
85434,1,,,,
85435,1,,,,
85436,,,,,1
85437,1,,,,
85438,1,,,,
85439,1,,,,
85440,1,,,,
85441,,,,,1
85442,,,,,1
85443,1,,,,
85444,,,,2,
85445,,,,4,
85448,1,,,,
85449,1,,,,
85450,1,,,,
85451,1,,,,
85453,,,,5,
85454,1,,,,
85455,,,,4,
85456,1,,,,
85457,1,,,,
85458,,,,1,
85459,1,,,,
85460,,,,4,
85461,1,,,,
85462,,,,4,
85463,,,,,1
85464,,,,3,
85465,,,,5,
85466,1,,,,
85467,1,,,,
85468,,,,,5
85469,1,,,,
85470,,,,1,
85471,,,,,1
85472,,,,,1
85473,1,,,,
85474,,,,2,
85475,1,,,,
85476,,,,3,
85477,,,,4,
85478,,,,4,
85479,1,,,,
85480,,,,5,
85481,1,,,,
85482,1,,,,
85483,1,,,,
85484,,,,1,
